2, 2, 0.00001597
2, 3, 0.00001097
2, 4, 0.00001502
2, 5, 0.00002408
2, 6, 0.00003910
2, 7, 0.00006580
2, 8, 0.00011206
2, 9, 0.00020003
3, 2, 0.00000906
3, 3, 0.00001907
3, 4, 0.00004315
3, 5, 0.00009799
3, 6, 0.00023699
3, 7, 0.00061417
3, 8, 0.00155282
3, 9, 0.00423288
4, 2, 0.00001502
4, 3, 0.00003695
4, 4, 0.00010514
4, 5, 0.00032401
4, 6, 0.00104094
4, 7, 0.00356007
4, 8, 0.01263595
4, 9, 0.04360700
5, 2, 0.00002217
5, 3, 0.00006199
5, 4, 0.00021696
5, 5, 0.00085998
5, 6, 0.00344396
5, 7, 0.01453614
5, 8, 0.06472802
5, 9, 0.28640699
6, 2, 0.00006199
6, 3, 0.00009513
6, 4, 0.00041795
6, 5, 0.00195694
6, 6, 0.00955796
6, 7, 0.04844809
6, 8, 0.25276899
6, 9, 1.35925317
7, 2, 0.00007892
7, 3, 0.00014400
7, 4, 0.00072789
7, 5, 0.00396204
7, 6, 0.02252293
7, 7, 0.13515592
7, 8, 0.83621502
7, 9, 5.12602401
8, 2, 0.00010896
8, 3, 0.00020003
8, 4, 0.00114703
8, 5, 0.00730991
8, 6, 0.04852295
8, 7, 0.32885599
8, 8, 2.32136822
8, 9, 16.29999018
9, 2, 0.00016999
9, 3, 0.00026989
9, 4, 0.00176883
9, 5, 0.01264000
9, 6, 0.09481192
9, 7, 0.73853683
9, 8, 5.73689294
9, 9, 47.70981908

2, 2, 0.00002003
2, 3, 0.00001001
2, 4, 0.00017810
2, 5, 0.00002599
2, 6, 0.00004005
2, 7, 0.00006700
2, 8, 0.00011206
2, 9, 0.00019383
3, 2, 0.00000906
3, 3, 0.00002003
3, 4, 0.00004315
3, 5, 0.00009894
3, 6, 0.00024796
3, 7, 0.00061202
3, 8, 0.00157380
3, 9, 0.00408220
4, 2, 0.00001597
4, 3, 0.00003791
4, 4, 0.00010395
4, 5, 0.00032210
4, 6, 0.00106692
4, 7, 0.00357985
4, 8, 0.01221299
4, 9, 0.04265189
5, 2, 0.00002098
5, 3, 0.00006008
5, 4, 0.00021505
5, 5, 0.00084519
5, 6, 0.00344205
5, 7, 0.01451397
5, 8, 0.06302285
5, 9, 0.28135896
6, 2, 0.00003386
6, 3, 0.00009608
6, 4, 0.00040507
6, 5, 0.00191784
6, 6, 0.00948501
6, 7, 0.04862094
6, 8, 0.25233698
6, 9, 1.36621404
7, 2, 0.00008011
7, 3, 0.00014305
7, 4, 0.00071812
7, 5, 0.00390196
7, 6, 0.02264404
7, 7, 0.13455915
7, 8, 0.82956696
7, 9, 5.13293815
8, 2, 0.00011492
8, 3, 0.00020218
8, 4, 0.00115108
8, 5, 0.00730395
8, 6, 0.04813194
8, 7, 0.32794785
8, 8, 2.33317709
8, 9, 16.99763608
9, 2, 0.00019288
9, 3, 0.00027800
9, 4, 0.00186205
9, 5, 0.01341510
9, 6, 0.09831285
9, 7, 0.76602411
9, 8, 5.99722695
9, 9, 46.55734682

2, 2, 0.00002098
2, 3, 0.00001001
2, 4, 0.00018191
2, 5, 0.00002623
2, 6, 0.00004005
2, 7, 0.00006700
2, 8, 0.00012016
2, 9, 0.00019813
3, 2, 0.00001001
3, 3, 0.00002003
3, 4, 0.00004292
3, 5, 0.00009990
3, 6, 0.00024104
3, 7, 0.00060701
3, 8, 0.00155902
3, 9, 0.00405097
4, 2, 0.00001502
4, 3, 0.00004101
4, 4, 0.00010204
4, 5, 0.00031710
4, 6, 0.00106096
4, 7, 0.00356889
4, 8, 0.01217794
4, 9, 0.04280186
5, 2, 0.00002098
5, 3, 0.00005984
5, 4, 0.00021505
5, 5, 0.00084519
5, 6, 0.00361013
5, 7, 0.01475215
5, 8, 0.06327891
5, 9, 0.28024697
6, 2, 0.00003409
6, 3, 0.00009608
6, 4, 0.00040984
6, 5, 0.00193691
6, 6, 0.00951505
6, 7, 0.04853106
6, 8, 0.25167298
6, 9, 1.35347009
7, 2, 0.00008702
7, 3, 0.00014305
7, 4, 0.00071001
7, 5, 0.00392485
7, 6, 0.02252507
7, 7, 0.13392901
7, 8, 0.83061504
7, 9, 5.11124182
8, 2, 0.00011301
8, 3, 0.00020003
8, 4, 0.00114989
8, 5, 0.00745702
8, 6, 0.04895687
8, 7, 0.32908607
8, 8, 2.30798006
8, 9, 16.33570194
9, 2, 0.00016308
9, 3, 0.00027180
9, 4, 0.00177097
9, 5, 0.01273990
9, 6, 0.09457397
9, 7, 0.73586702
9, 8, 5.72611690
9, 9, 46.15369010

2, 2, 0.00002098
2, 3, 0.00001001
2, 4, 0.00018406
2, 5, 0.00002789
2, 6, 0.00004101
2, 7, 0.00007510
2, 8, 0.00012302
2, 9, 0.00022316
3, 2, 0.00001097
3, 3, 0.00002193
3, 4, 0.00004697
3, 5, 0.00011110
3, 6, 0.00026107
3, 7, 0.00065112
3, 8, 0.00157404
3, 9, 0.00431991
4, 2, 0.00001693
