3, 6, 0.0007989
3, 7, 0.0014191
3, 8, 0.0036099
4, 2, 0.0000300
4, 3, 0.0000710
4, 4, 0.0002010
4, 5, 0.0005970
4, 6, 0.0018749
4, 7, 0.0055480
4, 8, 0.0170178
5, 2, 0.0000310
5, 3, 0.0000780
5, 4, 0.0002680
5, 5, 0.0010669
5, 6, 0.0044479
5, 7, 0.0259290
5, 8, 0.1014071
6, 2, 0.0000432
6, 3, 0.0001221
6, 4, 0.0005231
6, 5, 0.0024030
6, 6, 0.0128901
6, 7, 0.0698700
6, 8, 0.4320371
7, 2, 0.0000529
7, 3, 0.0001791
7, 4, 0.0008860
7, 5, 0.0051670
7, 6, 0.0371292
7, 7, 0.2111030
7, 8, 1.5883319
8, 2, 0.0000689
8, 3, 0.0002830
8, 4, 0.0015600
8, 5, 0.0096540
8, 6, 0.0712521
8, 7, 0.5858641
8, 8, 4.8391190
