2, 2, 0.0000439
2, 3, 0.0000398
2, 4, 0.0000520
2, 5, 0.0000830
2, 6, 0.0001330
2, 7, 0.0002191
2, 8, 0.0003860
3, 2, 0.0000370
3, 3, 0.0000710
3, 4, 0.0001431
3, 5, 0.0003359
3, 6, 0.0008471
3, 7, 0.0014780
3, 8, 0.0036371
4, 2, 0.0000370
4, 3, 0.0000741
4, 4, 0.0002029
4, 5, 0.0006361
4, 6, 0.0021172
4, 7, 0.0076408
4, 8, 0.0227950
5, 2, 0.0000298
5, 3, 0.0000801
5, 4, 0.0002759
5, 5, 0.0010991
5, 6, 0.0046411
5, 7, 0.0221031
5, 8, 0.1104140
6, 2, 0.0000470
6, 3, 0.0001280
6, 4, 0.0005391
6, 5, 0.0024760
6, 6, 0.0130210
6, 7, 0.0786040
6, 8, 0.4530239
7, 2, 0.0000551
7, 3, 0.0001872
7, 4, 0.0009401
7, 5, 0.0053010
7, 6, 0.0324841
7, 7, 0.2334890
7, 8, 1.6367939
8, 2, 0.0000708
8, 3, 0.0002918
8, 4, 0.0015969
8, 5, 0.0099871
8, 6, 0.0732770
8, 7, 0.6400061
8, 8, 5.1239960
2, 2, 0.0000420
2, 3, 0.0000379
2, 4, 0.0000510
2, 5, 0.0000849
2, 6, 0.0001421
2, 7, 0.0002210
2, 8, 0.0003788
3, 2, 0.0000341
3, 3, 0.0000689
3, 4, 0.0001440
3, 5, 0.0003350
3, 6, 0.0008581
3, 7, 0.0014491
3, 8, 0.0046420
4, 2, 0.0000329
4, 3, 0.0000732
4, 4, 0.0002010
4, 5, 0.0006161
4, 6, 0.0020320
4, 7, 0.0059891
4, 8, 0.0227911
5, 2, 0.0000398
5, 3, 0.0001018
5, 4, 0.0003490
5, 5, 0.0012190
5, 6, 0.0046051
5, 7, 0.0207200
5, 8, 0.1031270
6, 2, 0.0000441
6, 3, 0.0001259
6, 4, 0.0005369
6, 5, 0.0024738
6, 6, 0.0129669
6, 7, 0.0764821
6, 8, 0.4489660
7, 2, 0.0000539
7, 3, 0.0001938
7, 4, 0.0009151
7, 5, 0.0052891
7, 6, 0.0325599
7, 7, 0.2224431
7, 8, 1.5960369
8, 2, 0.0000708
8, 3, 0.0002918
8, 4, 0.0015380
8, 5, 0.0102310
8, 6, 0.0732059
8, 7, 0.6085000
8, 8, 4.9116681
2, 2, 0.0000291
2, 3, 0.0000150
2, 4, 0.0000200
2, 5, 0.0000319
2, 6, 0.0000498
2, 7, 0.0000839
2, 8, 0.0001450
3, 2, 0.0000141
3, 3, 0.0000260
3, 4, 0.0000539
3, 5, 0.0001280
3, 6, 0.0003948
3, 7, 0.0008130
3, 8, 0.0022008
4, 2, 0.0000200
4, 3, 0.0000491
4, 4, 0.0001328
4, 5, 0.0004070
4, 6, 0.0013371
4, 7, 0.0054049
4, 8, 0.0177381
5, 2, 0.0000329
5, 3, 0.0000801
5, 4, 0.0002801
5, 5, 0.0011098
5, 6, 0.0045891
5, 7, 0.0253940
5, 8, 0.1134140
6, 2, 0.0000441
6, 3, 0.0001259
6, 4, 0.0005391
6, 5, 0.0024869
6, 6, 0.0132210
6, 7, 0.0743279
6, 8, 0.4649179
7, 2, 0.0000560
7, 3, 0.0001869
7, 4, 0.0009220
7, 5, 0.0054228
7, 6, 0.0329731
7, 7, 0.2355881
7, 8, 1.6757178
8, 2, 0.0000651
8, 3, 0.0002630
8, 4, 0.0015352
8, 5, 0.0101609
8, 6, 0.0740139
8, 7, 0.6146040
8, 8, 4.9469118
2, 2, 0.0000420
2, 3, 0.0000398
2, 4, 0.0000520
2, 5, 0.0000851
2, 6, 0.0001409
2, 7, 0.0002270
2, 8, 0.0003822
3, 2, 0.0000820
3, 3, 0.0000739
3, 4, 0.0001042
3, 5, 0.0001721
3, 6, 0.0004711
3, 7, 0.0008500
3, 8, 0.0022860
4, 2, 0.0000222
4, 3, 0.0000498
4, 4, 0.0001380
4, 5, 0.0004339
4, 6, 0.0013039
4, 7, 0.0052490
4, 8, 0.0169101
5, 2, 0.0000319
5, 3, 0.0000789
5, 4, 0.0002880
5, 5, 0.0010719
5, 6, 0.0044839
5, 7, 0.0205531
5, 8, 0.1042261
6, 2, 0.0000429
6, 3, 0.0001230
6, 4, 0.0005250
6, 5, 0.0024300
6, 6, 0.0212612
6, 7, 0.0785298
6, 8, 0.4460161
7, 2, 0.0000560
7, 3, 0.0001800
7, 4, 0.0008862
7, 5, 0.0051699
7, 6, 0.0317400
7, 7, 0.2118180
7, 8, 1.5843039
8, 2, 0.0000670
8, 3, 0.0002720
8, 4, 0.0015709
8, 5, 0.0097680
8, 6, 0.0766339
8, 7, 0.5957901
8, 8, 4.8116870
2, 2, 0.0000319
2, 3, 0.0000608
2, 4, 0.0000222
2, 5, 0.0000370
2, 6, 0.0001009
2, 7, 0.0000942
2, 8, 0.0001531
3, 2, 0.0000150
3, 3, 0.0000288
3, 4, 0.0000591
3, 5, 0.0001450
3, 6, 0.0004401
3, 7, 0.0007749
3, 8, 0.0021181
4, 2, 0.0000200
4, 3, 0.0000482
4, 4, 0.0001361
4, 5, 0.0004060
4, 6, 0.0013371
4, 7, 0.0053830
4, 8, 0.0172679
5, 2, 0.0000319
5, 3, 0.0000799
5, 4, 0.0002780
5, 5, 0.0011079
5, 6, 0.0046110
5, 7, 0.0268118
5, 8, 0.1334600
6, 2, 0.0000451
6, 3, 0.0001278
6, 4, 0.0005422
6, 5, 0.0024989
6, 6, 0.0186698
6, 7, 0.0921268
6, 8, 0.4989340
7, 2, 0.0000551
7, 3, 0.0001860
7, 4, 0.0009232
7, 5, 0.0053279
7, 6, 0.0326118
7, 7, 0.2279501
7, 8, 1.6557851
8, 2, 0.0000708
8, 3, 0.0002909
8, 4, 0.0016081
8, 5, 0.0102661
8, 6, 0.0732572
8, 7, 0.6140120
8, 8, 5.0068622
2, 2, 0.0000439
2, 3, 0.0000381
2, 4, 0.0000489
2, 5, 0.0000820
2, 6, 0.0001299
2, 7, 0.0002160
2, 8, 0.0003638
3, 2, 0.0000341
3, 3, 0.0000670
3, 4, 0.0001402
3, 5, 0.0003281
