2, 2, 0.00005889
2, 3, 0.00006795
2, 4, 0.00008202
2, 5, 0.00011492
2, 6, 0.00015998
3, 2, 0.00005388
3, 3, 0.00012994
3, 4, 0.00029206
3, 5, 0.00059891
3, 6, 0.00134087
4, 2, 0.00010490
4, 3, 0.00042510
4, 4, 0.00148296
4, 5, 0.00537014
4, 6, 0.01555681
5, 2, 0.00010204
5, 3, 0.00090313
5, 4, 0.00946212
5, 5, 0.08037782
5, 6, 0.50130296
6, 2, 0.00021887
6, 3, 0.00534391
6, 4, 0.15393806
6, 5, 2.13667393
6, 6, 20.69115901
2, 2, 0.00003695
2, 3, 0.00003099
2, 4, 0.00004196
2, 5, 0.00005984
2, 6, 0.00008392
3, 2, 0.00002789
3, 3, 0.00006795
3, 4, 0.00014997
3, 5, 0.00032806
3, 6, 0.00075078
4, 2, 0.00005889
4, 3, 0.00025082
4, 4, 0.00130105
4, 5, 0.00422406
4, 6, 0.02030802
5, 2, 0.00012708
5, 3, 0.00104904
5, 4, 0.00945401
5, 5, 0.08228803
5, 6, 0.50308108
6, 2, 0.00022006
6, 3, 0.00534487
6, 4, 0.13674188
6, 5, 2.45548701
6, 6, 18.64849615
2, 2, 0.00002789
2, 3, 0.00003004
2, 4, 0.00004101
2, 5, 0.00005817
2, 6, 0.00008297
3, 2, 0.00002694
3, 3, 0.00006700
3, 4, 0.00014901
3, 5, 0.00032496
3, 6, 0.00068402
4, 2, 0.00005412
4, 3, 0.00022888
4, 4, 0.00097489
4, 5, 0.00401282
4, 6, 0.01484203
5, 2, 0.00009394
5, 3, 0.00087118
5, 4, 0.00947809
5, 5, 0.07676387
5, 6, 0.46551895
6, 2, 0.00021505
6, 3, 0.00967598
6, 4, 0.13407612
6, 5, 1.92809796
6, 6, 17.23588204
2, 2, 0.00002909
2, 3, 0.00002909
2, 4, 0.00004101
2, 5, 0.00005889
2, 6, 0.00008297
3, 2, 0.00002789
3, 3, 0.00006700
3, 4, 0.00014997
3, 5, 0.00032592
3, 6, 0.00068378
4, 2, 0.00005388
4, 3, 0.00022912
4, 4, 0.00100708
4, 5, 0.00404501
4, 6, 0.01489115
5, 2, 0.00009418
5, 3, 0.00089598
5, 4, 0.00952482
5, 5, 0.07715106
5, 6, 0.47063494
6, 2, 0.00021505
6, 3, 0.00534892
6, 4, 0.13190198
6, 5, 1.89968514
6, 6, 17.62621498
2, 2, 0.00002694
2, 3, 0.00003004
2, 4, 0.00004196
2, 5, 0.00006294
2, 6, 0.00008202
3, 2, 0.00002789
3, 3, 0.00006819
3, 4, 0.00015092
3, 5, 0.00032592
3, 6, 0.00068784
4, 2, 0.00005388
4, 3, 0.00022912
4, 4, 0.00097418
4, 5, 0.00404596
4, 6, 0.02040100
5, 2, 0.00010681
5, 3, 0.00093508
5, 4, 0.01010299
5, 5, 0.08545995
5, 6, 0.48649192
6, 2, 0.00021911
6, 3, 0.00533509
6, 4, 0.13736582
6, 5, 1.89126396
6, 6, 17.76219893
2, 2, 0.00002909
2, 3, 0.00002909
2, 4, 0.00004196
2, 5, 0.00005984
2, 6, 0.00008202
3, 2, 0.00002813
3, 3, 0.00006700
3, 4, 0.00014806
3, 5, 0.00032592
3, 6, 0.00069189
4, 2, 0.00006390
4, 3, 0.00024509
4, 4, 0.00097203
4, 5, 0.00427914
4, 6, 0.01539707
5, 2, 0.00009894
5, 3, 0.00229788
5, 4, 0.01521993
5, 5, 0.08325410
5, 6, 0.52759194
6, 2, 0.00021911
6, 3, 0.00537395
6, 4, 0.13756895
6, 5, 2.12240100
6, 6, 17.91675210
2, 2, 0.00003099
2, 3, 0.00003004
2, 4, 0.00004101
2, 5, 0.00006008
2, 6, 0.00008202
3, 2, 0.00002789
3, 3, 0.00006819
3, 4, 0.00015092
3, 5, 0.00032592
3, 6, 0.00069189
4, 2, 0.00005317
4, 3, 0.00022912
4, 4, 0.00097513
4, 5, 0.00549006
4, 6, 0.01526499
5, 2, 0.00010085
5, 3, 0.00087094
5, 4, 0.00980711
5, 5, 0.09397197
5, 6, 0.49370599
6, 2, 0.00021815
6, 3, 0.00534201
6, 4, 0.13859701
6, 5, 1.95689201
6, 6, 17.09378910
2, 2, 0.00002789
2, 3, 0.00002909
2, 4, 0.00004196
2, 5, 0.00005889
2, 6, 0.00008297
3, 2, 0.00002813
3, 3, 0.00006795
3, 4, 0.00015116
3, 5, 0.00032711
3, 6, 0.00068617
4, 2, 0.00005412
4, 3, 0.00022984
4, 4, 0.00097489
4, 5, 0.00407386
4, 6, 0.02041078
5, 2, 0.00010014
5, 3, 0.00087309
5, 4, 0.00926113
5, 5, 0.07748795
5, 6, 0.48709488
6, 2, 0.00021887
6, 3, 0.00550294
6, 4, 0.13596892
6, 5, 1.96348596
6, 6, 17.17334509
2, 2, 0.00002909
2, 3, 0.00003099
2, 4, 0.00004196
2, 5, 0.00005889
2, 6, 0.00008202
3, 2, 0.00002813
3, 3, 0.00006700
3, 4, 0.00015211
3, 5, 0.00032616
3, 6, 0.00068808
4, 2, 0.00005412
4, 3, 0.00022793
4, 4, 0.00097203
4, 5, 0.00405002
4, 6, 0.01479912
5, 2, 0.00009394
5, 3, 0.00087094
5, 4, 0.00926399
5, 5, 0.08000398
5, 6, 0.49351192
6, 2, 0.00021720
6, 3, 0.01177096
6, 4, 0.14149594
6, 5, 1.90137219
6, 6, 17.00957298
2, 2, 0.00002789
2, 3, 0.00003004
2, 4, 0.00004196
2, 5, 0.00005889
2, 6, 0.00008202
3, 2, 0.00002909
3, 3, 0.00006795
3, 4, 0.00015116
3, 5, 0.00032806
3, 6, 0.00069094
4, 2, 0.00005412
4, 3, 0.00022888
4, 4, 0.00097489
4, 5, 0.00401998
4, 6, 0.01482701
5, 2, 0.00009894
5, 3, 0.00087214
5, 4, 0.00925708
5, 5, 0.07705879
5, 6, 0.47127700
6, 2, 0.00021696
6, 3, 0.00535083
6, 4, 0.13611102
6, 5, 1.91189599
6, 6, 17.23221302
7, 7, 6912.63460684
7, 7, 6914.76084018
7, 7, 6915.14047813
7, 7, 6917.99864912
7, 7, 6920.47275615
7, 7, 6921.25304985
7, 7, 6922.84617686
7, 7, 6928.01361895
7, 7, 6936.62893891
7, 7, 6933.97883916

